"","BPLD","YEAR","WARD","SEX","NFAMS","AGE","LABFORCE","OCCSTR","INDSTR","BIRTHPLACE"
"4345",41400,1910,19,"male",1,58,2,"CLERK","P.O.","Ireland"
"4346",2500,1910,19,"female",1,58,1,"N","","Massachusetts"
"4347",2500,1910,19,"female",1,27,1,"N","","Massachusetts"
"4348",41400,1910,19,"male",1,31,2,"CHFR","PFAM","Ireland"
"4349",41400,1910,19,"female",1,25,1,"N","","Ireland"
"4350",2500,1910,19,"male",1,0,0,"N","","Massachusetts"
"4351",41400,1910,19,"male",1,27,2,"CHFR","PFAM","Ireland"
"4352",41400,1910,19,"female",1,20,1,"N","","Ireland"
"4353",41400,1910,19,"male",1,24,2,"COACHMAN","PFAM","Ireland"
"4354",41400,1910,19,"female",1,24,1,"N","","Ireland"
"4355",2500,1910,19,"male",1,41,2,"WAITER","SALOON","Massachusetts"
"4356",41400,1910,19,"female",1,43,1,"N","","Ireland"
"4357",2500,1910,19,"male",1,20,2,"STREK FITTER","SHOE FCT","Massachusetts"
"4358",2500,1910,19,"female",1,19,2,"WEAVER","SUSPENDER FCT","Massachusetts"
"4359",2500,1910,19,"female",1,16,2,"WEAVER","SUSPENDER FCT","Massachusetts"
"4360",2500,1910,19,"female",1,15,0,"LACER","SHOE FCT","Massachusetts"
"4361",2500,1910,19,"male",1,13,0,"N","","Massachusetts"
"4362",2500,1910,19,"male",1,11,0,"N","","Massachusetts"
"4363",2500,1910,19,"male",1,4,0,"N","","Massachusetts"
"4364",45300,1910,19,"male",1,48,2,"? WAITOR","STORE","Germany"
"4365",45300,1910,19,"female",1,37,1,"N","","Germany"
"4366",2500,1910,19,"male",1,18,2,"TEAMSTER","GROCERY STORE","Massachusetts"
"4367",2500,1910,19,"male",1,15,0,"CUTTER","SHOE FCT","Massachusetts"
"4368",2500,1910,19,"male",1,13,0,"N","","Massachusetts"
"4369",41400,1910,20,"female",1,78,1,"N","","Ireland"
"4370",2500,1910,20,"male",1,36,2,"PLUMBER","HOUSE","Massachusetts"
"4371",2500,1910,20,"male",1,44,2,"GARDENER","GEN WK","Massachusetts"
"4372",41400,1910,20,"female",1,36,1,"N","","Ireland"
"4373",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"4374",2500,1910,20,"male",1,9,0,"N","","Massachusetts"
"4375",2500,1910,20,"female",1,6,0,"N","","Massachusetts"
"4376",2500,1910,20,"male",1,4,0,"N","","Massachusetts"
"4377",2500,1910,20,"female",1,2,0,"N","","Massachusetts"
"4378",15000,1910,20,"female",2,50,1,"N","","Canada"
"4379",15000,1910,20,"female",2,21,2,"SLADY","LINENS","Canada"
"4380",15000,1910,20,"female",2,19,2,"STENO","OFC","Canada"
"4381",2500,1910,20,"male",2,18,2,"APP","MACHINE SHOP","Massachusetts"
"4382",2500,1910,20,"male",2,13,0,"N","","Massachusetts"
"4383",15000,1910,20,"female",2,23,2,"MILLINER","MILLINER","Canada"
"4384",15000,1910,20,"female",1,31,2,"SLADY","LADIES FURNISHINGS","Canada"
"4385",15000,1910,20,"female",1,29,1,"N","","Canada"
"4386",15000,1910,20,"female",1,27,2,"BUYER","DRY GOODS","Canada"
"4387",41000,1910,20,"male",1,46,2,"AGT","INS","England"
"4388",41000,1910,20,"female",1,46,1,"N","","England"
"4389",41000,1910,20,"female",1,25,2,"MILLINER","MILLINERY","England"
"4390",41000,1910,20,"male",1,23,2,"MACHINIST","MACHINE SHOP","England"
"4391",41000,1910,20,"male",1,22,2,"MACHINIST","MACHINE SHOP","England"
"4392",4400,1910,20,"female",1,10,0,"N","","Rhode Island"
"4393",43400,1910,20,"male",1,57,2,"SMAN","LIQUORS","Italy"
"4394",43400,1910,20,"female",1,57,1,"N","","Italy"
"4395",2500,1910,20,"male",1,26,2,"SMAN","LIQUORS","Massachusetts"
"4396",2500,1910,20,"male",1,21,2,"LAWYER","GENP","Massachusetts"
"4397",2500,1910,20,"male",1,19,2,"OPR","CLOTHING","Massachusetts"
"4398",2500,1910,20,"male",1,36,2,"MERCHANT","LIQUORS","Massachusetts"
"4399",2500,1910,20,"female",1,36,1,"N","","Massachusetts"
"4400",2500,1910,20,"female",1,11,0,"N","","Massachusetts"
"4401",2500,1910,20,"male",1,9,0,"N","","Massachusetts"
"4402",2500,1910,20,"female",1,5,0,"N","","Massachusetts"
"4403",15000,1910,20,"female",1,50,2,"LNDRS","WKG OUT","Canada"
"4404",2500,1910,20,"male",1,33,2,"MOULDER","BRASS","Massachusetts"
"4405",41400,1910,20,"male",1,45,2,"LAB","PUMPING STATION","Ireland"
"4406",41400,1910,20,"female",1,40,1,"N","","Ireland"
"4407",2500,1910,20,"female",1,17,2,"PACKER","RAZORS","Massachusetts"
"4408",2500,1910,20,"male",1,15,0,"ERRAND BOY","OFC","Massachusetts"
"4409",2500,1910,20,"female",1,11,0,"N","","Massachusetts"
"4410",2500,1910,20,"male",1,8,0,"N","","Massachusetts"
"4411",2500,1910,20,"female",1,2,0,"N","","Massachusetts"
"4412",41400,1910,20,"male",1,63,2,"AGT","REAL ESTATE","Ireland"
"4413",2300,1910,20,"female",1,34,1,"N","","Maine"
"4414",41400,1910,20,"male",1,43,2,"BARTENDER","LIQUOR STORE","Ireland"
"4415",41400,1910,20,"female",1,35,1,"N","","Ireland"
"4416",2500,1910,20,"female",1,9,0,"N","","Massachusetts"
"4417",2500,1910,20,"male",1,6,0,"N","","Massachusetts"
"4418",2500,1910,20,"female",1,4,0,"N","","Massachusetts"
"4419",2500,1910,20,"female",1,2,0,"N","","Massachusetts"
"4420",4400,1910,20,"male",1,35,2,"? PRINTER","OFC","Rhode Island"
"4421",41100,1910,20,"female",1,30,1,"N","","Scotland"
"4422",2500,1910,20,"female",1,7,0,"N","","Massachusetts"
"4423",2500,1910,20,"male",1,5,0,"N","","Massachusetts"
"4424",2500,1910,20,"male",1,2,0,"N","","Massachusetts"
"4425",2500,1910,20,"male",1,20,2,"JOBBER","GAS CO.","Massachusetts"
"4426",2500,1910,20,"female",1,18,1,"N","","Massachusetts"
"4427",3600,1910,20,"male",1,60,2,"FOREMAN","GAS WKS","New York"
"4428",3600,1910,20,"female",1,57,1,"N","","New York"
"4429",3600,1910,20,"male",1,27,2,"SMAN","TRAVELING","New York"
"4430",3600,1910,20,"female",1,35,1,"N","","New York"
"4431",2500,1910,20,"female",1,14,0,"N","","Massachusetts"
"4432",2500,1910,20,"male",1,2,0,"N","","Massachusetts"
"4433",41400,1910,20,"male",1,40,2,"PORTER","HOTEL","Ireland"
"4434",41400,1910,20,"female",1,40,1,"N","","Ireland"
"4435",2500,1910,20,"female",1,14,0,"N","","Massachusetts"
"4436",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"4437",2500,1910,20,"male",2,59,2,"GEN FOREMAN","MACHINE SHOP","Massachusetts"
"4438",2500,1910,20,"male",2,14,0,"N","","Massachusetts"
"4439",2500,1910,20,"male",2,8,0,"N","","Massachusetts"
"4440",2500,1910,20,"female",2,40,2,"NURSE","PFAM","Massachusetts"
"4441",41400,1910,20,"female",1,70,1,"N","","Ireland"
"4442",2500,1910,20,"female",1,30,2,"BKPR","LAUNDRY","Massachusetts"
"4443",2500,1910,20,"female",1,32,2,"CLERK","MEDICINE STORE","Massachusetts"
"4444",2500,1910,20,"male",1,54,2,"WATCHMAN","NEWS CO.","Massachusetts"
"4445",2500,1910,20,"female",1,36,1,"N","","Massachusetts"
"4446",2500,1910,20,"male",1,26,2,"MOTORMAN","ELECT. R.R.","Massachusetts"
"4447",2500,1910,20,"female",1,27,1,"N","","Massachusetts"
"4448",2500,1910,20,"male",1,6,0,"N","","Massachusetts"
"4449",2500,1910,20,"female",1,4,0,"N","","Massachusetts"
"4450",41400,1910,20,"male",1,38,2,"PROP","TONIC FCT","Ireland"
"4451",2500,1910,20,"female",1,29,1,"N","","Massachusetts"
"4452",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"4453",2500,1910,20,"female",1,8,0,"N","","Massachusetts"
"4454",2500,1910,20,"female",1,7,0,"N","","Massachusetts"
"4455",2500,1910,20,"male",1,1,0,"N","","Massachusetts"
"4456",2500,1910,20,"male",3,31,2,"TEAMSTER","DRY GOODS ? HOUSE","Massachusetts"
"4457",2500,1910,20,"female",3,27,1,"N","","Massachusetts"
"4458",2500,1910,20,"female",3,6,0,"N","","Massachusetts"
"4459",2500,1910,20,"female",3,3,0,"N","","Massachusetts"
"4460",2500,1910,20,"male",3,0,0,"N","","Massachusetts"
"4461",2500,1910,20,"male",3,55,2,"TEAMSTER","TEAMING CO.","Massachusetts"
"4462",2500,1910,20,"female",3,22,2,"BKPR","DRY GOODS EST.","Massachusetts"
"4463",2500,1910,20,"female",3,16,2,"MAIL DISTRIBUTOR","BABY FOOD CO.","Massachusetts"
"4464",2500,1910,20,"male",3,22,2,"STENO","BABY FOOD CO.","Massachusetts"
"4465",2500,1910,20,"male",3,19,2,"STOCK TAKER","INK SUPPLIES","Massachusetts"
"4466",5000,1910,20,"male",1,34,2,"FIREMAN","FIRE DEPT","Vermont"
"4467",2500,1910,20,"female",1,31,1,"N","","Massachusetts"
"4468",2500,1910,20,"female",1,32,1,"N","","Massachusetts"
"4469",41400,1910,20,"male",1,37,2,"MACHINIST","NAVY YARD","Ireland"
"4470",41400,1910,20,"female",1,32,1,"N","","Ireland"
"4471",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"4472",2500,1910,20,"female",1,9,0,"N","","Massachusetts"
"4473",2500,1910,20,"female",1,7,0,"N","","Massachusetts"
"4474",2500,1910,20,"male",1,5,0,"N","","Massachusetts"
"4475",2500,1910,20,"male",1,4,0,"N","","Massachusetts"
"4476",2500,1910,20,"male",1,1,0,"N","","Massachusetts"
"4477",2500,1910,20,"male",1,31,2,"MACHINIST","STEAMFITTERS SUPPLIES","Massachusetts"
"4478",2500,1910,20,"female",1,27,2,"SLADY","DRY GOODS HOUSE","Massachusetts"
"4479",2500,1910,20,"male",1,24,2,"TRUCKMAN","EXPRESS CO.","Massachusetts"
"4480",2500,1910,20,"male",1,50,2,"WOOL","*","Massachusetts"
"4481",3600,1910,20,"female",1,46,1,"N","","New York"
"4482",2500,1910,20,"female",1,18,1,"N","","Massachusetts"
"4483",2500,1910,20,"female",1,16,1,"N","","Massachusetts"
"4484",2500,1910,20,"female",1,12,0,"N","","Massachusetts"
"4485",45300,1910,20,"male",1,36,2,"JEWELLER","RET STORE","Germany"
"4486",15000,1910,20,"female",1,29,1,"N","","Canada"
"4487",2500,1910,20,"female",2,49,1,"N","","Massachusetts"
"4488",2500,1910,20,"female",2,26,2,"STENO","HAT FCT","Massachusetts"
"4489",2500,1910,20,"female",2,21,2,"BKPR","PHONOGRAPH","Massachusetts"
"4490",2500,1910,20,"female",2,16,1,"N","","Massachusetts"
"4491",2500,1910,20,"female",2,14,0,"N","","Massachusetts"
"4492",2300,1910,20,"female",2,55,2,"HKPR","HKPR","Maine"
"4493",3600,1910,20,"male",2,26,2,"ORGAN BUILDER","FCT","New York"
"4494",3600,1910,20,"male",7,44,2,"COMMERCIAL TRAVELER","OILS","New York"
"4495",3300,1910,20,"female",7,52,1,"N","","New Hampshire"
"4496",2300,1910,20,"male",7,65,2,"MANUFACTURER","FURNITURE","Maine"
"4497",2500,1910,20,"female",7,41,2,"TCH","PUBLIC SCH","Massachusetts"
"4498",2500,1910,20,"female",7,26,2,"CLERK","INS OFC","Massachusetts"
"4499",15000,1910,20,"female",7,22,2,"SERV","PFAM","Canada"
"4500",3300,1910,20,"female",7,48,2,"SERV","PFAM","New Hampshire"
"4501",2700,1910,20,"female",7,42,1,"OWN INC","","Minnesota"
"4502",2500,1910,20,"female",1,21,2,"NURSE MAID","INFANT ASYLUM","Massachusetts"
"4503",2500,1910,20,"female",1,0,0,"N","","Massachusetts"
"4504",2500,1910,20,"female",1,15,0,"N","","Massachusetts"
"4505",2500,1910,20,"female",1,20,2,"LNDRS","INFANT ASYLUM","Massachusetts"
"4506",15000,1910,20,"female",1,22,2,"NURSE MAID","INFANT ASYLUM","Canada"
"4507",2500,1910,20,"male",1,49,2,"COMMERCIAL TRAVELER","TOBACCO","Massachusetts"
"4508",41100,1910,20,"female",1,46,1,"N","","Scotland"
"4509",2500,1910,20,"male",1,21,2,"CLERK","BANK","Massachusetts"
"4510",2500,1910,20,"female",1,18,1,"N","","Massachusetts"
"4511",2500,1910,20,"female",1,13,0,"N","","Massachusetts"
"4512",3300,1910,20,"male",1,48,2,"COMMERCIAL TRAVELER","FRUIT & PRODUCE","New Hampshire"
"4513",3300,1910,20,"female",1,46,1,"N","","New Hampshire"
"4514",3300,1910,20,"male",1,20,1,"N","","New Hampshire"
"4515",5500,1910,20,"male",1,54,2,"CARP","HOUSE","Wisconsin"
"4516",2500,1910,20,"female",1,57,1,"N","","Massachusetts"
"4517",41400,1910,20,"male",1,28,2,"ENGR","OPERA HOUSE","Ireland"
"4518",41400,1910,20,"female",1,25,1,"N","","Ireland"
"4519",41400,1910,20,"female",1,59,1,"N","","Ireland"
"4520",2500,1910,20,"female",1,44,2,"WAITRESS","HOTEL","Massachusetts"
"4521",2500,1910,20,"male",1,41,2,"SURVEYOR","LUMBER WHARF","Massachusetts"
"4522",2500,1910,20,"female",1,33,2,"DRESS MKR","WKG OUT","Massachusetts"
"4523",41100,1910,20,"male",1,43,2,"MACHINIST","RAZOR FCT","Scotland"
"4524",41400,1910,20,"female",1,42,1,"N","","Ireland"
"4525",2500,1910,20,"male",1,14,0,"N","","Massachusetts"
"4526",15000,1910,20,"female",2,29,2,"PART OWNER[RET DEALER","DRY GOODS STORE","Canada"
"4527",15000,1910,20,"female",2,32,2,"PART OWNER[RET DEALER","DRY GOODS STORE","Canada"
"4528",15000,1910,20,"female",2,17,2,"BKPR","GROCERY STORE","Canada"
"4529",2500,1910,20,"male",1,55,1,"N","","Massachusetts"
"4530",41400,1910,20,"female",1,52,2,"LNDRS","WKG OUT","Ireland"
"4531",2500,1910,20,"female",1,22,2,"SWOMAN","BAKERY","Massachusetts"
"4532",15000,1910,20,"male",1,42,2,"FIREMAN","POWER HOUSE","Canada"
"4533",15000,1910,20,"female",1,33,1,"N","","Canada"
"4534",2500,1910,20,"female",1,2,0,"N","","Massachusetts"
"4535",2500,1910,20,"male",1,0,0,"N","","Massachusetts"
"4536",46500,1910,20,"male",1,34,2,"TAILOR","OWN SHOP","Other USSR/Russia"
"4537",46500,1910,20,"female",1,29,1,"N","","Other USSR/Russia"
"4538",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"4539",2500,1910,20,"female",1,9,0,"N","","Massachusetts"
"4540",2500,1910,20,"female",1,6,0,"N","","Massachusetts"
"4541",41400,1910,20,"female",1,60,1,"N","","Ireland"
"4542",2500,1910,20,"female",1,26,2,"TCH","KINDERGARTEN","Massachusetts"
"4543",2500,1910,20,"male",1,24,1,"STUDENT[*","ARCHITECTURE[*","Massachusetts"
"4544",2300,1910,20,"male",1,35,2,"SURVEYOR","LUMBER","Maine"
"4545",2500,1910,20,"female",1,26,1,"N","","Massachusetts"
"4546",2500,1910,20,"female",1,2,0,"N","","Massachusetts"
"4547",41400,1910,20,"male",1,62,2,"WATCHMAN","? NEW BLDGS","Ireland"
"4548",2500,1910,20,"male",1,28,2,"MOTORMAN","STREET CARE","Massachusetts"
"4549",2500,1910,20,"male",1,45,2,"SHIPPER","[WHL] OIL STORE","Massachusetts"
"4550",2500,1910,20,"female",1,42,1,"N","","Massachusetts"
"4551",2500,1910,20,"female",1,16,1,"N","","Massachusetts"
"4552",2500,1910,20,"female",1,14,0,"N","","Massachusetts"
"4553",2500,1910,20,"female",1,3,0,"N","","Massachusetts"
"4554",41000,1910,20,"male",1,56,2,"CARP","HOUSE","England"
"4555",2500,1910,20,"female",1,42,1,"N","","Massachusetts"
"4556",2500,1910,20,"male",1,32,2,"CARP","HOUSE","Massachusetts"
"4557",2500,1910,20,"female",1,16,1,"N","","Massachusetts"
"4558",50000,1910,20,"male",1,44,2,"LAUNDRY","CHINESE LAUNDRY","China"
"4559",40500,1910,20,"male",1,33,2,"PIANO TUNER","PIANO FCT","Sweden"
"4560",40500,1910,20,"female",1,33,1,"N","","Sweden"
"4561",2500,1910,20,"male",1,0,0,"N","","Massachusetts"
"4562",40500,1910,20,"female",1,59,1,"OWN INC","","Sweden"
"4563",2500,1910,20,"male",1,37,2,"PLUMBER","*","Massachusetts"
"4564",2500,1910,20,"female",1,40,1,"N","","Massachusetts"
"4565",2500,1910,20,"male",1,13,0,"N","","Massachusetts"
"4566",2500,1910,20,"female",1,12,0,"N","","Massachusetts"
"4567",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"4568",2300,1910,20,"female",1,6,0,"N","","Maine"
"4569",2300,1910,20,"female",1,3,0,"N","","Maine"
"4570",2500,1910,20,"female",1,1,0,"N","","Massachusetts"
"4571",41400,1910,20,"female",1,62,1,"N","","Ireland"
"4572",2500,1910,20,"female",1,27,2,"STENO","BLDG CONTRACTOR","Massachusetts"
"4573",2500,1910,20,"male",1,23,2,"CO???IE","SHEET METAL","Massachusetts"
"4574",2500,1910,20,"male",1,20,2,"WIRE WKR","IRON WKS","Massachusetts"
"4575",41400,1910,20,"female",1,55,1,"N","","Ireland"
"4576",2500,1910,20,"female",1,34,2,"BOOK ? PASTER","BOOK BINDRY","Massachusetts"
"4577",2500,1910,20,"female",1,32,2,"MILLINER","*","Massachusetts"
"4578",2500,1910,20,"female",1,27,2,"BOOK PASTER","BOOK BINDRY","Massachusetts"
"4579",2500,1910,20,"female",1,25,2,"STATIONERY ARTIST","*","Massachusetts"
"4580",2500,1910,20,"female",1,23,2,"MILLINER","DEPT STORE","Massachusetts"
"4581",3600,1910,20,"female",1,59,1,"N","","New York"
"4582",3600,1910,20,"male",1,21,2,"DRIVER","MILK WAGON","New York"
"4583",3000,1910,20,"male",1,18,2,"DRIVER","MILK WAGON","Montana"
"4584",2500,1910,20,"male",1,49,2,"LETTER CARRIER","POST OFC","Massachusetts"
"4585",2500,1910,20,"female",1,40,1,"N","","Massachusetts"
"4586",2500,1910,20,"female",1,12,0,"N","","Massachusetts"
"4587",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"4588",2500,1910,20,"male",1,8,0,"N","","Massachusetts"
"4589",45530,1910,20,"male",1,33,2,"PEDDLER","TEA & COLLEE","Russian Poland"
"4590",2500,1910,20,"female",1,30,1,"N","","Massachusetts"
"4591",2500,1910,20,"male",1,0,0,"N","","Massachusetts"
"4592",46500,1910,20,"male",1,30,2,"TAILOR","OWN SHOP","Other USSR/Russia"
"4593",46500,1910,20,"female",1,30,1,"N","","Other USSR/Russia"
"4594",2500,1910,20,"female",1,7,0,"N","","Massachusetts"
"4595",2500,1910,20,"male",1,2,0,"N","","Massachusetts"
"4596",2500,1910,20,"male",1,26,2,"CLERK","U.S. POST OFC","Massachusetts"
"4597",2500,1910,20,"female",1,24,1,"N","","Massachusetts"
"4598",2500,1910,20,"female",1,4,0,"N","","Massachusetts"
"4599",2500,1910,20,"male",1,3,0,"N","","Massachusetts"
"4600",2500,1910,20,"female",1,1,0,"N","","Massachusetts"
"4601",2500,1910,20,"male",1,17,2,"CLERK","GROCERY STORE","Massachusetts"
"4602",2500,1910,20,"male",1,27,2,"ENGR","DREDGING","Massachusetts"
"4603",2500,1910,20,"female",1,31,1,"N","","Massachusetts"
"4604",15000,1910,20,"female",1,71,1,"N","","Canada"
"4605",2500,1910,20,"male",1,38,2,"CLERK","HOTEL","Massachusetts"
"4606",2500,1910,20,"female",1,21,1,"N","","Massachusetts"
"4607",2500,1910,20,"male",1,1,0,"N","","Massachusetts"
"4608",2500,1910,20,"male",1,32,2,"FOREMAN","GLASS WAREHOUSE","Massachusetts"
"4609",15000,1910,20,"female",1,30,1,"N","","Canada"
"4610",2500,1910,20,"male",1,0,0,"N","","Massachusetts"
"4611",15000,1910,20,"female",1,67,1,"N","","Canada"
"4612",2500,1910,20,"male",2,42,2,"SOLICITOR","INS","Massachusetts"
"4613",2300,1910,20,"female",2,39,1,"N","","Maine"
"4614",2500,1910,20,"male",2,18,1,"N","","Massachusetts"
"4615",2500,1910,20,"female",2,15,0,"N","","Massachusetts"
"4616",2500,1910,20,"female",2,10,0,"N","","Massachusetts"
"4617",2300,1910,20,"female",2,71,1,"N","","Maine"
"4618",41400,1910,20,"female",2,23,2,"SERV","PFAM","Ireland"
"4619",3600,1910,20,"male",1,54,2,"TUNTER","PIANO","New York"
"4620",2500,1910,20,"female",1,46,1,"N","","Massachusetts"
"4621",2500,1910,20,"female",1,25,2,"STATISTICAL CLERK","UNS","Massachusetts"
"4622",2500,1910,20,"male",1,59,2,"JANITOR","SCH","Massachusetts"
"4623",2500,1910,20,"female",1,58,1,"N","","Massachusetts"
"4624",2500,1910,20,"male",1,50,2,"AGT","FREIGHT","Massachusetts"
"4625",3600,1910,20,"female",1,48,1,"N","","New York"
"4626",2500,1910,20,"male",1,18,1,"N","","Massachusetts"
"4627",2500,1910,20,"male",3,53,2,"RET. MERCHANT","MEAT","Massachusetts"
"4628",2500,1910,20,"female",3,32,1,"N","","Massachusetts"
"4629",2500,1910,20,"female",3,3,0,"N","","Massachusetts"
"4630",3300,1910,20,"female",3,32,2,"SERV","PFAM","New Hampshire"
"4631",3300,1910,20,"female",3,31,2,"SERV","PFAM","New Hampshire"
"4632",2300,1910,20,"male",3,31,2,"CHFR","PFAM","Maine"
"4633",3300,1910,20,"female",3,11,0,"N","","New Hampshire"
"4634",2300,1910,20,"male",1,59,2,"POLICEMAN","*","Maine"
"4635",2500,1910,20,"female",1,59,1,"N","","Massachusetts"
"4636",2500,1910,20,"male",1,31,2,"CLERK","BANKERS & BROKERS","Massachusetts"
"4637",2500,1910,20,"female",1,29,1,"N","","Massachusetts"
"4638",2500,1910,20,"male",1,23,2,"CLERK","BANKERS & BROKERS","Massachusetts"
"4639",2500,1910,20,"female",1,20,2,"TEACHER","PUBLSCH","Massachusetts"
"4640",2500,1910,20,"male",2,56,2,"SMAN","LAUNDRY MACHINERY","Massachusetts"
"4641",2500,1910,20,"female",2,49,1,"N","","Massachusetts"
"4642",2300,1910,20,"female",2,49,2,"TEACHER","PUBLIC SCH","Maine"
"4643",2500,1910,20,"female",3,88,1,"OWN INC","","Massachusetts"
"4644",15000,1910,20,"female",3,45,2,"NURSE","PFAM","Canada"
"4645",15000,1910,20,"female",3,37,2,"HKPR","PFAM","Canada"
"4646",2500,1910,20,"male",1,49,2,"PUBLISHER","PRINTING ESTABLISHMENT","Massachusetts"
"4647",2500,1910,20,"female",1,42,1,"N","","Massachusetts"
"4648",2500,1910,20,"female",1,20,1,"N","","Massachusetts"
"4649",2300,1910,20,"female",1,74,1,"N","","Maine"
"4650",2500,1910,20,"male",1,71,1,"N","","Massachusetts"
"4651",41400,1910,20,"male",1,35,2,"CLERK","ASSESSOR'S DEPT. OF BOSTON","Ireland"
"4652",2500,1910,20,"female",1,27,1,"N","","Massachusetts"
"4653",2300,1910,20,"male",2,43,2,"ARCHITECT","HOUSES","Maine"
"4654",900,1910,20,"female",2,38,2,"MILLINER","PARLOR","Connecticut"
"4655",2500,1910,20,"female",2,15,0,"N","","Massachusetts"
"4656",45300,1910,20,"female",2,64,2,"HKPR","PFAM","Germany"
"4657",2500,1910,20,"male",4,36,2,"EXPRESSMAN","EXPRESS CO.","Massachusetts"
"4658",2500,1910,20,"female",4,36,1,"N","","Massachusetts"
"4659",2500,1910,20,"female",4,14,0,"N","","Massachusetts"
"4660",2500,1910,20,"male",4,11,0,"N","","Massachusetts"
"4661",2500,1910,20,"female",4,9,0,"N","","Massachusetts"
"4662",2500,1910,20,"male",4,8,0,"N","","Massachusetts"
"4663",2500,1910,20,"male",4,4,0,"N","","Massachusetts"
"4664",2500,1910,20,"male",4,1,0,"N","","Massachusetts"
"4665",2500,1910,20,"male",4,65,2,"MILLMAN","LUMBER MILL","Massachusetts"
"4666",2500,1910,20,"male",4,29,2,"EXPRESSMAN","EXPRESS CO","Massachusetts"
"4667",2500,1910,20,"male",4,22,2,"ELECT","SHOE FCT","Massachusetts"
"4668",2500,1910,20,"male",4,26,2,"INSPECTOR","TELPH CO.","Massachusetts"
"4669",4400,1910,20,"male",4,29,2,"ENBALMER","UNDERTAKER CO.","Rhode Island"
"4670",3600,1910,20,"female",4,24,1,"N","","New York"
"4671",46500,1910,20,"male",2,32,2,"SMAN","SPORTING GOODS","Other USSR/Russia"
"4672",2500,1910,20,"female",2,31,1,"N","","Massachusetts"
"4673",15000,1910,20,"female",2,35,2,"MACHINE OPR","SUSPENDER FCT","Canada"
"4674",41400,1910,20,"male",1,66,1,"OWN INC","","Ireland"
"4675",41400,1910,20,"female",1,62,1,"N","","Ireland"
"4676",2500,1910,20,"female",1,34,2,"GOLD LEAF LAYER","BOOK BINDERY","Massachusetts"
"4677",2500,1910,20,"male",1,30,2,"SHIPPER","BOOK BINDERY","Massachusetts"
"4678",41400,1910,20,"female",1,65,1,"N","","Ireland"
"4679",41400,1910,20,"male",1,36,2,"BRAKEMAN","RR","Ireland"
"4680",41400,1910,20,"male",1,34,2,"SIGNAL MAN","RR","Ireland"
"4681",41400,1910,20,"male",1,32,2,"BRAKEMAN","RR","Ireland"
"4682",2500,1910,20,"male",1,27,2,"BRAKEMAN","RR","Massachusetts"
"4683",2500,1910,20,"male",1,25,2,"LINEMAN","RR","Massachusetts"
"4684",5000,1910,20,"male",1,50,2,"WATCHMAN","PVT ESTATE","Vermont"
"4685",2500,1910,20,"female",1,37,1,"N","","Massachusetts"
"4686",2500,1910,20,"male",1,12,0,"N","","Massachusetts"
"4687",2500,1910,20,"female",1,10,0,"N","","Massachusetts"
"4688",2500,1910,20,"female",1,8,0,"N","","Massachusetts"
"4689",2500,1910,20,"male",1,5,0,"N","","Massachusetts"
"4690",2500,1910,20,"male",1,2,0,"N","","Massachusetts"
"4691",2500,1910,20,"male",1,0,0,"N","","Massachusetts"
"4692",41400,1910,20,"male",2,46,2,"GARDENER","PVT","Ireland"
"4693",15000,1910,20,"female",2,49,1,"N","","Canada"
"4694",2500,1910,20,"male",2,14,0,"N","","Massachusetts"
"4695",2500,1910,20,"female",2,13,0,"N","","Massachusetts"
"4696",2500,1910,20,"male",2,9,0,"N","","Massachusetts"
"4697",2500,1910,20,"male",2,9,0,"N","","Massachusetts"
"4698",2500,1910,20,"male",2,8,0,"N","","Massachusetts"
"4699",2500,1910,20,"male",2,21,2,"CONDUCTOR","STREET CARS","Massachusetts"
"4700",2300,1910,20,"male",1,30,2,"EDITOR","BOSTON NEWS BUREAU","Maine"
"4701",2500,1910,20,"female",1,28,1,"N","","Massachusetts"
"4702",2500,1910,20,"female",1,3,0,"N","","Massachusetts"
"4703",2500,1910,20,"male",1,30,2,"FIREMAN","RR","Massachusetts"
"4704",41000,1910,20,"female",1,28,1,"N","","England"
"4705",2500,1910,20,"male",1,7,0,"N","","Massachusetts"
"4706",3600,1910,20,"male",2,55,2,"SMAN","MUSIC BUSINESS","New York"
"4707",3900,1910,20,"female",2,55,1,"N","","Ohio"
"4708",2600,1910,20,"female",2,25,1,"N","","Michigan"
"4709",15000,1910,20,"female",2,34,2,"SERV","PFAM","Canada"
"4710",2500,1910,20,"male",3,79,2,"NOTARY PUBLIC","OFC","Massachusetts"
"4711",2500,1910,20,"female",3,70,1,"N","","Massachusetts"
"4712",2500,1910,20,"female",3,35,1,"N","","Massachusetts"
"4713",2500,1910,20,"female",3,68,2,"SERV","PFAM","Massachusetts"
"4714",15050,1910,20,"female",3,66,2,"SERV","PFAM","Nova Scotia"
"4715",3600,1910,20,"male",1,52,2,"PRESIDENT","MOVING PICTURE CO.","New York"
"4716",2500,1910,20,"female",1,32,2,"N[TREASURER","*[MOVING PICTURE CO.","Massachusetts"
