"","YEAR","WARD","dimension","count"
"4081",1920,3,"574",2
"4082",1920,3,"590",2
"4083",1920,3,"592",2
"4084",1920,3,"604",2
"4085",1920,3,"707",2
"4086",1920,3,"791",2
"4087",1920,3,"936",2
"4088",1920,3,"960",2
"4089",1920,3,"962",2
"4090",1920,3,"990",2
"4091",1920,3,"132",1
"4092",1920,3,"134",1
"4093",1920,3,"136",1
"4094",1920,3,"138",1
"4095",1920,3,"206",1
"4096",1920,3,"262",1
"4097",1920,3,"348",1
"4098",1920,3,"358",1
"4099",1920,3,"408",1
"4100",1920,3,"448",1
"4101",1920,3,"452",1
"4102",1920,3,"462",1
"4103",1920,3,"478",1
"4104",1920,3,"502",1
"4105",1920,3,"542",1
"4106",1920,3,"568",1
"4107",1920,3,"588",1
"4108",1920,3,"608",1
"4109",1920,3,"632",1
"4110",1920,3,"636",1
"4111",1920,3,"646",1
"4112",1920,3,"649",1
"4113",1920,3,"662",1
"4114",1920,3,"701",1
"4115",1920,3,"747",1
"4116",1920,3,"759",1
"4117",1920,3,"762",1
"4118",1920,3,"767",1
"4119",1920,3,"786",1
"4120",1920,3,"798",1
"4121",1920,3,"800",1
"4122",1920,3,"802",1
"4123",1920,3,"852",1
"4124",1920,3,"864",1
"4125",1920,3,"918",1
"4126",1920,4,"999",182
"4127",1920,4,"994",12
"4128",1920,4,"612",8
"4129",1920,4,"148",5
"4130",1920,4,"454",5
"4131",1920,4,"791",5
"4132",1920,4,"478",4
"4133",1920,4,"362",3
"4134",1920,4,"482",3
"4135",1920,4,"514",3
"4136",1920,4,"516",3
"4137",1920,4,"610",3
"4138",1920,4,"640",3
"4139",1920,4,"674",3
"4140",1920,4,"805",3
"4141",1920,4,"136",2
"4142",1920,4,"140",2
"4143",1920,4,"158",2
"4144",1920,4,"176",2
"4145",1920,4,"196",2
"4146",1920,4,"566",2
"4147",1920,4,"576",2
"4148",1920,4,"596",2
"4149",1920,4,"666",2
"4150",1920,4,"668",2
"4151",1920,4,"707",2
"4152",1920,4,"711",2
"4153",1920,4,"799",2
"4154",1920,4,"822",2
"4155",1920,4,"862",2
"4156",1920,4,"954",2
"4157",1920,4,"962",2
"4158",1920,4,"995",2
"4159",1920,4,"12",1
"4160",1920,4,"134",1
"4161",1920,4,"150",1
"4162",1920,4,"154",1
"4163",1920,4,"164",1
"4164",1920,4,"178",1
"4165",1920,4,"252",1
"4166",1920,4,"262",1
"4167",1920,4,"356",1
"4168",1920,4,"370",1
"4169",1920,4,"378",1
"4170",1920,4,"394",1
"4171",1920,4,"404",1
"4172",1920,4,"406",1
"4173",1920,4,"408",1
"4174",1920,4,"448",1
"4175",1920,4,"450",1
"4176",1920,4,"506",1
"4177",1920,4,"528",1
"4178",1920,4,"558",1
"4179",1920,4,"592",1
"4180",1920,4,"604",1
"4181",1920,4,"670",1
"4182",1920,4,"678",1
"4183",1920,4,"724",1
"4184",1920,4,"726",1
"4185",1920,4,"767",1
"4186",1920,4,"781",1
"4187",1920,4,"783",1
"4188",1920,4,"785",1
"4189",1920,4,"786",1
"4190",1920,4,"789",1
"4191",1920,4,"793",1
"4192",1920,4,"797",1
"4193",1920,4,"800",1
"4194",1920,4,"820",1
"4195",1920,4,"874",1
"4196",1920,4,"906",1
"4197",1920,4,"922",1
"4198",1920,4,"964",1
"4199",1920,4,"988",1
"4200",1920,4,"990",1
"4201",1920,5,"999",319
"4202",1920,5,"592",14
"4203",1920,5,"196",13
"4204",1920,5,"516",13
"4205",1920,5,"805",12
"4206",1920,5,"791",10
"4207",1920,5,"148",8
"4208",1920,5,"960",8
"4209",1920,5,"994",8
"4210",1920,5,"358",7
"4211",1920,5,"454",6
"4212",1920,5,"621",6
"4213",1920,5,"954",6
"4214",1920,5,"574",5
"4215",1920,5,"576",5
"4216",1920,5,"767",5
"4217",1920,5,"910",5
"4218",1920,5,"154",4
"4219",1920,5,"176",4
"4220",1920,5,"448",4
"4221",1920,5,"743",4
"4222",1920,5,"362",3
"4223",1920,5,"446",3
"4224",1920,5,"462",3
"4225",1920,5,"465",3
"4226",1920,5,"542",3
"4227",1920,5,"610",3
"4228",1920,5,"640",3
"4229",1920,5,"858",3
"4230",1920,5,"900",3
"4231",1920,5,"988",3
"4232",1920,5,"990",3
"4233",1920,5,"134",2
"4234",1920,5,"150",2
"4235",1920,5,"348",2
"4236",1920,5,"372",2
"4237",1920,5,"412",2
"4238",1920,5,"450",2
"4239",1920,5,"514",2
"4240",1920,5,"566",2
"4241",1920,5,"578",2
"4242",1920,5,"594",2
"4243",1920,5,"604",2
"4244",1920,5,"606",2
"4245",1920,5,"612",2
"4246",1920,5,"662",2
"4247",1920,5,"701",2
"4248",1920,5,"707",2
"4249",1920,5,"708",2
"4250",1920,5,"770",2
"4251",1920,5,"779",2
"4252",1920,5,"885",2
"4253",1920,5,"906",2
"4254",1920,5,"938",2
"4255",1920,5,"940",2
"4256",1920,5,"962",2
"4257",1920,5,"30",1
"4258",1920,5,"136",1
"4259",1920,5,"162",1
"4260",1920,5,"164",1
"4261",1920,5,"168",1
"4262",1920,5,"178",1
"4263",1920,5,"194",1
"4264",1920,5,"248",1
"4265",1920,5,"262",1
"4266",1920,5,"286",1
"4267",1920,5,"326",1
"4268",1920,5,"368",1
"4269",1920,5,"370",1
"4270",1920,5,"378",1
"4271",1920,5,"404",1
"4272",1920,5,"456",1
"4273",1920,5,"526",1
"4274",1920,5,"544",1
"4275",1920,5,"590",1
"4276",1920,5,"608",1
"4277",1920,5,"618",1
"4278",1920,5,"666",1
"4279",1920,5,"670",1
"4280",1920,5,"686",1
"4281",1920,5,"705",1
"4282",1920,5,"718",1
"4283",1920,5,"728",1
"4284",1920,5,"747",1
"4285",1920,5,"766",1
"4286",1920,5,"782",1
"4287",1920,5,"800",1
"4288",1920,5,"830",1
"4289",1920,5,"850",1
"4290",1920,5,"852",1
"4291",1920,5,"914",1
"4292",1920,5,"916",1
"4293",1920,5,"918",1
"4294",1920,5,"920",1
"4295",1920,5,"928",1
"4296",1920,5,"936",1
"4297",1920,5,"946",1
"4298",1920,5,"950",1
"4299",1920,5,"974",1
"4300",1920,6,"999",148
"4301",1920,6,"994",14
"4302",1920,6,"791",9
"4303",1920,6,"962",9
"4304",1920,6,"448",7
"4305",1920,6,"592",7
"4306",1920,6,"612",7
"4307",1920,6,"988",6
"4308",1920,6,"196",5
"4309",1920,6,"362",5
"4310",1920,6,"906",5
"4311",1920,6,"578",4
"4312",1920,6,"164",3
"4313",1920,6,"707",3
"4314",1920,6,"711",3
"4315",1920,6,"918",3
"4316",1920,6,"922",3
"4317",1920,6,"926",3
"4318",1920,6,"960",3
"4319",1920,6,"995",3
"4320",1920,6,"134",2
"4321",1920,6,"176",2
"4322",1920,6,"446",2
"4323",1920,6,"574",2
"4324",1920,6,"610",2
"4325",1920,6,"735",2
"4326",1920,6,"743",2
"4327",1920,6,"782",2
"4328",1920,6,"839",2
"4329",1920,6,"842",2
"4330",1920,6,"862",2
"4331",1920,6,"872",2
"4332",1920,6,"885",2
"4333",1920,6,"900",2
"4334",1920,6,"916",2
"4335",1920,6,"950",2
"4336",1920,6,"964",2
"4337",1920,6,"990",2
"4338",1920,6,"12",1
"4339",1920,6,"142",1
"4340",1920,6,"146",1
"4341",1920,6,"148",1
"4342",1920,6,"158",1
"4343",1920,6,"204",1
"4344",1920,6,"236",1
"4345",1920,6,"252",1
"4346",1920,6,"334",1
"4347",1920,6,"348",1
"4348",1920,6,"368",1
"4349",1920,6,"370",1
"4350",1920,6,"378",1
"4351",1920,6,"394",1
"4352",1920,6,"396",1
"4353",1920,6,"412",1
"4354",1920,6,"426",1
"4355",1920,6,"438",1
"4356",1920,6,"462",1
"4357",1920,6,"482",1
"4358",1920,6,"498",1
"4359",1920,6,"514",1
"4360",1920,6,"516",1
"4361",1920,6,"544",1
"4362",1920,6,"552",1
"4363",1920,6,"554",1
"4364",1920,6,"566",1
"4365",1920,6,"576",1
"4366",1920,6,"590",1
"4367",1920,6,"596",1
"4368",1920,6,"606",1
"4369",1920,6,"620",1
"4370",1920,6,"644",1
"4371",1920,6,"646",1
"4372",1920,6,"649",1
"4373",1920,6,"662",1
"4374",1920,6,"666",1
"4375",1920,6,"670",1
"4376",1920,6,"674",1
"4377",1920,6,"742",1
"4378",1920,6,"748",1
"4379",1920,6,"760",1
"4380",1920,6,"800",1
"4381",1920,6,"802",1
"4382",1920,6,"820",1
"4383",1920,6,"837",1
"4384",1920,6,"864",1
"4385",1920,6,"936",1
"4386",1920,6,"938",1
"4387",1920,6,"954",1
"4388",1920,6,"984",1
"4389",1920,6,"986",1
"4390",1920,7,"999",126
"4391",1920,7,"954",19
"4392",1920,7,"962",16
"4393",1920,7,"791",15
"4394",1920,7,"994",11
"4395",1920,7,"154",6
"4396",1920,7,"707",5
"4397",1920,7,"906",5
"4398",1920,7,"928",5
"4399",1920,7,"148",4
"4400",1920,7,"158",4
"4401",1920,7,"610",4
"4402",1920,7,"862",4
"4403",1920,7,"960",4
"4404",1920,7,"988",4
"4405",1920,7,"995",4
"4406",1920,7,"178",3
"4407",1920,7,"378",3
"4408",1920,7,"448",3
"4409",1920,7,"908",3
"4410",1920,7,"910",3
"4411",1920,7,"362",2
"4412",1920,7,"370",2
"4413",1920,7,"500",2
"4414",1920,7,"516",2
"4415",1920,7,"576",2
"4416",1920,7,"612",2
"4417",1920,7,"708",2
"4418",1920,7,"726",2
"4419",1920,7,"735",2
"4420",1920,7,"846",2
"4421",1920,7,"852",2
"4422",1920,7,"900",2
"4423",1920,7,"912",2
"4424",1920,7,"916",2
"4425",1920,7,"938",2
"4426",1920,7,"946",2
"4427",1920,7,"980",2
"4428",1920,7,"986",2
"4429",1920,7,"150",1
"4430",1920,7,"162",1
"4431",1920,7,"164",1
"4432",1920,7,"194",1
"4433",1920,7,"196",1
"4434",1920,7,"358",1
"4435",1920,7,"368",1
"4436",1920,7,"372",1
"4437",1920,7,"382",1
"4438",1920,7,"396",1
"4439",1920,7,"408",1
"4440",1920,7,"446",1
"4441",1920,7,"482",1
"4442",1920,7,"574",1
"4443",1920,7,"592",1
"4444",1920,7,"602",1
"4445",1920,7,"604",1
"4446",1920,7,"632",1
"4447",1920,7,"640",1
"4448",1920,7,"679",1
"4449",1920,7,"704",1
"4450",1920,7,"737",1
"4451",1920,7,"756",1
"4452",1920,7,"767",1
"4453",1920,7,"770",1
"4454",1920,7,"785",1
"4455",1920,7,"790",1
"4456",1920,7,"799",1
"4457",1920,7,"802",1
"4458",1920,7,"819",1
"4459",1920,7,"820",1
"4460",1920,7,"830",1
"4461",1920,7,"832",1
"4462",1920,7,"842",1
"4463",1920,7,"844",1
"4464",1920,7,"850",1
"4465",1920,7,"866",1
"4466",1920,7,"884",1
"4467",1920,7,"889",1
"4468",1920,7,"894",1
"4469",1920,7,"914",1
"4470",1920,7,"940",1
"4471",1920,7,"944",1
"4472",1920,7,"950",1
"4473",1920,7,"956",1
"4474",1920,7,"964",1
"4475",1920,7,"984",1
"4476",1920,7,"990",1
"4477",1920,8,"999",153
"4478",1920,8,"960",33
"4479",1920,8,"954",7
"4480",1920,8,"988",7
"4481",1920,8,"994",7
"4482",1920,8,"862",6
"4483",1920,8,"370",5
"4484",1920,8,"610",5
"4485",1920,8,"791",5
"4486",1920,8,"918",4
"4487",1920,8,"936",4
"4488",1920,8,"962",4
"4489",1920,8,"426",3
"4490",1920,8,"704",3
"4491",1920,8,"995",3
"4492",1920,8,"154",2
"4493",1920,8,"164",2
"4494",1920,8,"368",2
"4495",1920,8,"394",2
"4496",1920,8,"621",2
"4497",1920,8,"700",2
"4498",1920,8,"708",2
"4499",1920,8,"711",2
"4500",1920,8,"785",2
"4501",1920,8,"795",2
"4502",1920,8,"837",2
"4503",1920,8,"850",2
"4504",1920,8,"852",2
"4505",1920,8,"858",2
"4506",1920,8,"872",2
"4507",1920,8,"906",2
"4508",1920,8,"940",2
"4509",1920,8,"950",2
"4510",1920,8,"956",2
"4511",1920,8,"134",1
"4512",1920,8,"152",1
"4513",1920,8,"196",1
"4514",1920,8,"224",1
"4515",1920,8,"358",1
"4516",1920,8,"362",1
"4517",1920,8,"378",1
"4518",1920,8,"424",1
"4519",1920,8,"444",1
"4520",1920,8,"448",1
"4521",1920,8,"452",1
"4522",1920,8,"510",1
"4523",1920,8,"514",1
"4524",1920,8,"554",1
"4525",1920,8,"592",1
"4526",1920,8,"598",1
"4527",1920,8,"626",1
"4528",1920,8,"640",1
"4529",1920,8,"664",1
"4530",1920,8,"666",1
"4531",1920,8,"672",1
"4532",1920,8,"707",1
"4533",1920,8,"718",1
"4534",1920,8,"733",1
"4535",1920,8,"735",1
"4536",1920,8,"742",1
"4537",1920,8,"750",1
"4538",1920,8,"752",1
"4539",1920,8,"754",1
"4540",1920,8,"755",1
"4541",1920,8,"756",1
"4542",1920,8,"757",1
"4543",1920,8,"770",1
"4544",1920,8,"772",1
"4545",1920,8,"797",1
"4546",1920,8,"799",1
"4547",1920,8,"802",1
"4548",1920,8,"814",1
"4549",1920,8,"829",1
"4550",1920,8,"839",1
"4551",1920,8,"842",1
"4552",1920,8,"864",1
"4553",1920,8,"884",1
"4554",1920,8,"916",1
"4555",1920,8,"942",1
"4556",1920,8,"980",1
"4557",1920,8,"986",1
"4558",1920,9,"999",128
"4559",1920,9,"994",12
"4560",1920,9,"482",7
"4561",1920,9,"995",7
"4562",1920,9,"362",6
"4563",1920,9,"612",5
"4564",1920,9,"805",5
"4565",1920,9,"988",5
"4566",1920,9,"358",4
"4567",1920,9,"711",4
"4568",1920,9,"266",3
"4569",1920,9,"516",3
"4570",1920,9,"576",3
"4571",1920,9,"621",3
"4572",1920,9,"640",3
"4573",1920,9,"990",3
"4574",1920,9,"316",2
"4575",1920,9,"448",2
"4576",1920,9,"524",2
"4577",1920,9,"596",2
"4578",1920,9,"610",2
"4579",1920,9,"726",2
"4580",1920,9,"791",2
"4581",1920,9,"798",2
"4582",1920,9,"900",2
"4583",1920,9,"960",2
"4584",1920,9,"46",1
"4585",1920,9,"134",1
"4586",1920,9,"138",1
"4587",1920,9,"140",1
"4588",1920,9,"166",1
"4589",1920,9,"170",1
"4590",1920,9,"178",1
"4591",1920,9,"196",1
"4592",1920,9,"204",1
"4593",1920,9,"292",1
"4594",1920,9,"342",1
"4595",1920,9,"376",1
"4596",1920,9,"406",1
"4597",1920,9,"430",1
"4598",1920,9,"465",1
"4599",1920,9,"518",1
"4600",1920,9,"542",1
"4601",1920,9,"554",1
"4602",1920,9,"556",1
"4603",1920,9,"566",1
"4604",1920,9,"604",1
"4605",1920,9,"614",1
"4606",1920,9,"649",1
"4607",1920,9,"662",1
"4608",1920,9,"708",1
"4609",1920,9,"724",1
"4610",1920,9,"767",1
"4611",1920,9,"785",1
"4612",1920,9,"799",1
"4613",1920,9,"807",1
"4614",1920,9,"817",1
"4615",1920,9,"820",1
"4616",1920,9,"872",1
"4617",1920,9,"885",1
"4618",1920,9,"910",1
"4619",1920,9,"912",1
"4620",1920,9,"918",1
"4621",1920,9,"928",1
"4622",1920,9,"938",1
"4623",1920,10,"999",132
"4624",1920,10,"994",12
"4625",1920,10,"612",5
"4626",1920,10,"610",4
"4627",1920,10,"542",3
"4628",1920,10,"707",3
"4629",1920,10,"990",3
"4630",1920,10,"134",2
"4631",1920,10,"362",2
"4632",1920,10,"426",2
"4633",1920,10,"482",2
"4634",1920,10,"576",2
"4635",1920,10,"632",2
"4636",1920,10,"674",2
"4637",1920,10,"791",2
"4638",1920,10,"805",2
"4639",1920,10,"856",2
"4640",1920,10,"995",2
"4641",1920,10,"146",1
"4642",1920,10,"148",1
"4643",1920,10,"150",1
"4644",1920,10,"154",1
"4645",1920,10,"158",1
"4646",1920,10,"164",1
"4647",1920,10,"170",1
"4648",1920,10,"174",1
"4649",1920,10,"176",1
"4650",1920,10,"236",1
"4651",1920,10,"242",1
"4652",1920,10,"252",1
"4653",1920,10,"266",1
"4654",1920,10,"298",1
"4655",1920,10,"358",1
"4656",1920,10,"378",1
"4657",1920,10,"386",1
"4658",1920,10,"394",1
"4659",1920,10,"406",1
"4660",1920,10,"454",1
"4661",1920,10,"494",1
"4662",1920,10,"498",1
"4663",1920,10,"510",1
"4664",1920,10,"514",1
"4665",1920,10,"516",1
"4666",1920,10,"518",1
"4667",1920,10,"522",1
"4668",1920,10,"552",1
"4669",1920,10,"578",1
"4670",1920,10,"590",1
"4671",1920,10,"616",1
"4672",1920,10,"638",1
"4673",1920,10,"642",1
"4674",1920,10,"695",1
"4675",1920,10,"711",1
"4676",1920,10,"726",1
"4677",1920,10,"797",1
"4678",1920,10,"822",1
"4679",1920,10,"839",1
"4680",1920,10,"842",1
"4681",1920,10,"850",1
"4682",1920,10,"864",1
"4683",1920,10,"874",1
"4684",1920,10,"878",1
"4685",1920,10,"910",1
"4686",1920,10,"912",1
"4687",1920,10,"916",1
"4688",1920,10,"918",1
"4689",1920,10,"928",1
"4690",1920,11,"999",161
"4691",1920,11,"791",8
"4692",1920,11,"988",8
"4693",1920,11,"994",7
"4694",1920,11,"178",5
"4695",1920,11,"148",4
"4696",1920,11,"362",4
"4697",1920,11,"558",4
"4698",1920,11,"612",4
"4699",1920,11,"707",4
"4700",1920,11,"995",4
"4701",1920,11,"386",3
"4702",1920,11,"406",3
"4703",1920,11,"482",3
"4704",1920,11,"606",3
"4705",1920,11,"134",2
"4706",1920,11,"158",2
"4707",1920,11,"196",2
"4708",1920,11,"266",2
"4709",1920,11,"394",2
"4710",1920,11,"448",2
"4711",1920,11,"516",2
"4712",1920,11,"636",2
"4713",1920,11,"674",2
"4714",1920,11,"850",2
"4715",1920,11,"48",1
"4716",1920,11,"138",1
"4717",1920,11,"142",1
"4718",1920,11,"144",1
"4719",1920,11,"146",1
"4720",1920,11,"154",1
"4721",1920,11,"164",1
"4722",1920,11,"170",1
"4723",1920,11,"180",1
"4724",1920,11,"288",1
"4725",1920,11,"454",1
"4726",1920,11,"464",1
"4727",1920,11,"474",1
"4728",1920,11,"502",1
"4729",1920,11,"504",1
"4730",1920,11,"510",1
"4731",1920,11,"552",1
"4732",1920,11,"556",1
"4733",1920,11,"578",1
"4734",1920,11,"582",1
"4735",1920,11,"590",1
"4736",1920,11,"592",1
"4737",1920,11,"626",1
"4738",1920,11,"639",1
"4739",1920,11,"642",1
"4740",1920,11,"644",1
"4741",1920,11,"646",1
"4742",1920,11,"662",1
"4743",1920,11,"681",1
"4744",1920,11,"691",1
"4745",1920,11,"695",1
"4746",1920,11,"718",1
"4747",1920,11,"735",1
"4748",1920,11,"767",1
"4749",1920,11,"802",1
"4750",1920,11,"805",1
"4751",1920,11,"846",1
"4752",1920,11,"862",1
"4753",1920,11,"900",1
"4754",1920,11,"906",1
"4755",1920,11,"922",1
"4756",1920,11,"962",1
"4757",1920,11,"972",1
"4758",1920,11,"980",1
"4759",1920,11,"990",1
"4760",1920,11,"992",1
"4761",1920,12,"999",156
"4762",1920,12,"791",7
"4763",1920,12,"900",7
"4764",1920,12,"960",7
"4765",1920,12,"928",6
"4766",1920,12,"994",6
"4767",1920,12,"394",5
"4768",1920,12,"576",5
"4769",1920,12,"134",4
"4770",1920,12,"988",4
"4771",1920,12,"378",3
"4772",1920,12,"610",3
"4773",1920,12,"148",2
"4774",1920,12,"158",2
"4775",1920,12,"164",2
"4776",1920,12,"196",2
"4777",1920,12,"266",2
"4778",1920,12,"478",2
"4779",1920,12,"612",2
"4780",1920,12,"618",2
"4781",1920,12,"640",2
"4782",1920,12,"720",2
"4783",1920,12,"800",2
"4784",1920,12,"828",2
"4785",1920,12,"922",2
"4786",1920,12,"995",2
"4787",1920,12,"122",1
"4788",1920,12,"144",1
"4789",1920,12,"154",1
"4790",1920,12,"262",1
"4791",1920,12,"356",1
"4792",1920,12,"358",1
"4793",1920,12,"362",1
"4794",1920,12,"396",1
"4795",1920,12,"506",1
"4796",1920,12,"516",1
"4797",1920,12,"566",1
"4798",1920,12,"592",1
"4799",1920,12,"642",1
"4800",1920,12,"649",1
"4801",1920,12,"662",1
"4802",1920,12,"674",1
"4803",1920,12,"694",1
"4804",1920,12,"708",1
"4805",1920,12,"711",1
"4806",1920,12,"713",1
"4807",1920,12,"739",1
"4808",1920,12,"767",1
"4809",1920,12,"786",1
"4810",1920,12,"797",1
"4811",1920,12,"805",1
"4812",1920,12,"814",1
"4813",1920,12,"822",1
"4814",1920,12,"832",1
"4815",1920,12,"850",1
"4816",1920,12,"852",1
"4817",1920,12,"912",1
"4818",1920,12,"920",1
"4819",1920,12,"954",1
"4820",1920,12,"980",1
"4821",1920,12,"984",1
"4822",1920,12,"990",1
"4823",1920,13,"999",72
"4824",1920,13,"962",8
"4825",1920,13,"196",6
"4826",1920,13,"576",6
"4827",1920,13,"960",6
"4828",1920,13,"148",4
"4829",1920,13,"994",4
"4830",1920,13,"362",3
"4831",1920,13,"566",3
"4832",1920,13,"791",3
"4833",1920,13,"918",3
"4834",1920,13,"940",3
"4835",1920,13,"140",2
"4836",1920,13,"178",2
"4837",1920,13,"260",2
"4838",1920,13,"486",2
"4839",1920,13,"695",2
"4840",1920,13,"842",2
"4841",1920,13,"900",2
"4842",1920,13,"922",2
"4843",1920,13,"928",2
"4844",1920,13,"946",2
"4845",1920,13,"954",2
"4846",1920,13,"138",1
"4847",1920,13,"206",1
"4848",1920,13,"266",1
"4849",1920,13,"286",1
"4850",1920,13,"378",1
"4851",1920,13,"394",1
"4852",1920,13,"406",1
"4853",1920,13,"424",1
"4854",1920,13,"446",1
"4855",1920,13,"448",1
"4856",1920,13,"454",1
"4857",1920,13,"514",1
"4858",1920,13,"574",1
"4859",1920,13,"602",1
"4860",1920,13,"604",1
"4861",1920,13,"606",1
"4862",1920,13,"610",1
"4863",1920,13,"612",1
"4864",1920,13,"618",1
"4865",1920,13,"621",1
"4866",1920,13,"632",1
"4867",1920,13,"640",1
"4868",1920,13,"676",1
"4869",1920,13,"707",1
"4870",1920,13,"722",1
"4871",1920,13,"747",1
"4872",1920,13,"800",1
"4873",1920,13,"820",1
"4874",1920,13,"852",1
"4875",1920,13,"856",1
"4876",1920,13,"906",1
"4877",1920,13,"926",1
"4878",1920,13,"984",1
"4879",1920,13,"988",1
"4880",1920,13,"990",1
"4881",1920,13,"995",1
"4882",1920,14,"999",104
"4883",1920,14,"994",10
"4884",1920,14,"936",7
"4885",1920,14,"610",6
"4886",1920,14,"995",6
"4887",1920,14,"516",5
"4888",1920,14,"791",5
"4889",1920,14,"378",4
"4890",1920,14,"148",3
"4891",1920,14,"362",3
"4892",1920,14,"802",3
"4893",1920,14,"872",3
"4894",1920,14,"988",3
"4895",1920,14,"396",2
"4896",1920,14,"674",2
"4897",1920,14,"32",1
"4898",1920,14,"132",1
"4899",1920,14,"138",1
"4900",1920,14,"140",1
"4901",1920,14,"150",1
"4902",1920,14,"164",1
"4903",1920,14,"170",1
"4904",1920,14,"196",1
"4905",1920,14,"358",1
"4906",1920,14,"394",1
"4907",1920,14,"424",1
"4908",1920,14,"454",1
"4909",1920,14,"478",1
"4910",1920,14,"482",1
"4911",1920,14,"542",1
"4912",1920,14,"560",1
"4913",1920,14,"574",1
"4914",1920,14,"612",1
"4915",1920,14,"632",1
"4916",1920,14,"634",1
"4917",1920,14,"636",1
"4918",1920,14,"649",1
"4919",1920,14,"707",1
"4920",1920,14,"708",1
"4921",1920,14,"726",1
"4922",1920,14,"767",1
"4923",1920,14,"856",1
"4924",1920,14,"860",1
"4925",1920,14,"868",1
"4926",1920,14,"960",1
"4927",1920,14,"962",1
"4928",1920,15,"999",103
"4929",1920,15,"995",10
"4930",1920,15,"791",6
"4931",1920,15,"862",5
"4932",1920,15,"994",5
"4933",1920,15,"362",4
"4934",1920,15,"988",4
"4935",1920,15,"158",3
"4936",1920,15,"178",3
"4937",1920,15,"370",3
"4938",1920,15,"516",3
"4939",1920,15,"960",3
"4940",1920,15,"154",2
"4941",1920,15,"266",2
"4942",1920,15,"544",2
"4943",1920,15,"610",2
"4944",1920,15,"639",2
"4945",1920,15,"666",2
"4946",1920,15,"674",2
"4947",1920,15,"820",2
"4948",1920,15,"916",2
"4949",1920,15,"918",2
"4950",1920,15,"954",2
"4951",1920,15,"990",2
"4952",1920,15,"134",1
"4953",1920,15,"148",1
"4954",1920,15,"150",1
"4955",1920,15,"164",1
"4956",1920,15,"168",1
"4957",1920,15,"174",1
"4958",1920,15,"368",1
"4959",1920,15,"378",1
"4960",1920,15,"394",1
"4961",1920,15,"406",1
"4962",1920,15,"426",1
"4963",1920,15,"482",1
"4964",1920,15,"508",1
"4965",1920,15,"542",1
"4966",1920,15,"554",1
"4967",1920,15,"566",1
"4968",1920,15,"574",1
"4969",1920,15,"592",1
"4970",1920,15,"632",1
"4971",1920,15,"662",1
"4972",1920,15,"664",1
"4973",1920,15,"708",1
"4974",1920,15,"724",1
"4975",1920,15,"758",1
"4976",1920,15,"772",1
"4977",1920,15,"779",1
"4978",1920,15,"800",1
"4979",1920,15,"805",1
"4980",1920,15,"819",1
"4981",1920,15,"832",1
"4982",1920,15,"842",1
"4983",1920,15,"850",1
"4984",1920,15,"852",1
"4985",1920,15,"864",1
"4986",1920,15,"887",1
"4987",1920,15,"893",1
"4988",1920,15,"950",1
"4989",1920,15,"980",1
"4990",1920,16,"999",174
"4991",1920,16,"791",13
"4992",1920,16,"610",7
"4993",1920,16,"994",7
"4994",1920,16,"960",6
"4995",1920,16,"378",4
"4996",1920,16,"962",4
"4997",1920,16,"988",4
"4998",1920,16,"394",3
"4999",1920,16,"707",3
"5000",1920,16,"726",3
"5001",1920,16,"944",3
"5002",1920,16,"990",3
"5003",1920,16,"995",3
"5004",1920,16,"146",2
"5005",1920,16,"362",2
"5006",1920,16,"370",2
"5007",1920,16,"426",2
"5008",1920,16,"448",2
"5009",1920,16,"566",2
"5010",1920,16,"612",2
"5011",1920,16,"711",2
"5012",1920,16,"750",2
"5013",1920,16,"762",2
"5014",1920,16,"805",2
"5015",1920,16,"814",2
"5016",1920,16,"846",2
"5017",1920,16,"862",2
"5018",1920,16,"984",2
"5019",1920,16,"122",1
"5020",1920,16,"148",1
"5021",1920,16,"150",1
"5022",1920,16,"154",1
"5023",1920,16,"158",1
"5024",1920,16,"176",1
"5025",1920,16,"178",1
"5026",1920,16,"194",1
"5027",1920,16,"368",1
"5028",1920,16,"386",1
"5029",1920,16,"398",1
"5030",1920,16,"404",1
"5031",1920,16,"424",1
"5032",1920,16,"446",1
"5033",1920,16,"450",1
"5034",1920,16,"478",1
"5035",1920,16,"502",1
"5036",1920,16,"514",1
"5037",1920,16,"516",1
"5038",1920,16,"542",1
"5039",1920,16,"576",1
"5040",1920,16,"578",1
"5041",1920,16,"592",1
"5042",1920,16,"614",1
"5043",1920,16,"634",1
"5044",1920,16,"638",1
"5045",1920,16,"694",1
"5046",1920,16,"704",1
"5047",1920,16,"742",1
"5048",1920,16,"748",1
"5049",1920,16,"755",1
"5050",1920,16,"757",1
"5051",1920,16,"758",1
"5052",1920,16,"763",1
"5053",1920,16,"764",1
"5054",1920,16,"772",1
"5055",1920,16,"773",1
"5056",1920,16,"781",1
"5057",1920,16,"782",1
"5058",1920,16,"785",1
"5059",1920,16,"793",1
"5060",1920,16,"795",1
"5061",1920,16,"798",1
"5062",1920,16,"802",1
"5063",1920,16,"842",1
"5064",1920,16,"850",1
"5065",1920,16,"852",1
"5066",1920,16,"902",1
"5067",1920,16,"906",1
"5068",1920,16,"916",1
"5069",1920,16,"940",1
"5070",1920,16,"986",1
"5071",1920,17,"999",133
"5072",1920,17,"994",15
"5073",1920,17,"995",8
"5074",1920,17,"791",7
"5075",1920,17,"988",7
"5076",1920,17,"148",5
"5077",1920,17,"674",4
"5078",1920,17,"862",4
