"","YEAR","WARD","dimension","count"
"1",1910,0,"female",202
"2",1910,0,"male",185
"3",1910,1,"male",205
"4",1910,1,"female",195
"5",1910,2,"male",194
"6",1910,2,"female",177
"7",1910,3,"female",98
"8",1910,3,"male",86
"9",1910,4,"male",77
"10",1910,4,"female",70
"11",1910,5,"male",92
"12",1910,5,"female",78
"13",1910,6,"male",89
"14",1910,6,"female",61
"15",1910,7,"male",71
"16",1910,7,"female",57
"17",1910,8,"male",150
"18",1910,8,"female",95
"19",1910,9,"female",100
"20",1910,9,"male",92
"21",1910,10,"female",142
"22",1910,10,"male",125
"23",1910,11,"female",222
"24",1910,11,"male",122
"25",1910,12,"female",141
"26",1910,12,"male",95
"27",1910,13,"female",97
"28",1910,13,"male",94
"29",1910,14,"male",129
"30",1910,14,"female",121
"31",1910,15,"male",66
"32",1910,15,"female",60
"33",1910,16,"female",161
"34",1910,16,"male",137
"35",1910,17,"female",177
"36",1910,17,"male",145
"37",1910,18,"female",150
"38",1910,18,"male",143
"39",1910,19,"female",193
"40",1910,19,"male",173
"41",1910,20,"female",297
"42",1910,20,"male",247
"43",1910,21,"female",130
"44",1910,21,"male",82
"45",1910,22,"female",137
"46",1910,22,"male",130
"47",1910,23,"female",195
"48",1910,23,"male",159
"49",1910,24,"male",180
"50",1910,24,"female",162
"51",1910,25,"female",142
"52",1910,25,"male",142
"53",1920,0,"female",51
"54",1920,0,"male",46
"55",1920,1,"male",186
"56",1920,1,"female",184
"57",1920,2,"male",271
"58",1920,2,"female",230
"59",1920,3,"male",141
"60",1920,3,"female",133
"61",1920,4,"male",172
"62",1920,4,"female",151
"63",1920,5,"male",335
"64",1920,5,"female",255
"65",1920,6,"male",175
"66",1920,6,"female",163
"67",1920,7,"male",173
"68",1920,7,"female",162
"69",1920,8,"female",187
"70",1920,8,"male",147
"71",1920,9,"female",135
"72",1920,9,"male",125
"73",1920,10,"female",120
"74",1920,10,"male",113
"75",1920,11,"male",155
"76",1920,11,"female",136
"77",1920,12,"male",141
"78",1920,12,"female",136
"79",1920,13,"male",93
"80",1920,13,"female",86
"81",1920,14,"male",102
"82",1920,14,"female",95
"83",1920,15,"female",114
"84",1920,15,"male",100
"85",1920,16,"female",161
"86",1920,16,"male",158
"87",1920,17,"female",134
"88",1920,17,"male",122
"89",1920,18,"female",175
"90",1920,18,"male",159
"91",1920,19,"male",120
"92",1920,19,"female",111
"93",1920,20,"male",164
"94",1920,20,"female",157
"95",1920,21,"female",123
"96",1920,21,"male",123
"97",1920,22,"female",162
"98",1920,22,"male",132
"99",1920,23,"female",143
"100",1920,23,"male",116
"101",1920,24,"male",110
"102",1920,24,"female",97
"103",1920,25,"female",170
"104",1920,25,"male",123
"105",1920,26,"male",84
"106",1920,26,"female",81
"107",1910,0,"Native born, and both parents foreign",119
"108",1910,0,"Foreign born",115
"109",1910,0,"Native born, and both parents native born",107
"110",1910,0,"Native born, and father foreign, mother native",29
"111",1910,0,"Native born, and mother foreign, father native",17
"112",1910,1,"Foreign born",143
"113",1910,1,"Native born, and both parents foreign",123
"114",1910,1,"Native born, and both parents native born",81
"115",1910,1,"Native born, and father foreign, mother native",29
"116",1910,1,"Native born, and mother foreign, father native",24
"117",1910,2,"Foreign born",152
"118",1910,2,"Native born, and both parents foreign",139
"119",1910,2,"Native born, and both parents native born",57
"120",1910,2,"Native born, and father foreign, mother native",21
"121",1910,2,"Native born, and mother foreign, father native",2
"122",1910,3,"Native born, and both parents native born",82
"123",1910,3,"Native born, and both parents foreign",46
"124",1910,3,"Foreign born",40
"125",1910,3,"Native born, and father foreign, mother native",14
"126",1910,3,"Native born, and mother foreign, father native",2
"127",1910,4,"Native born, and both parents native born",55
"128",1910,4,"Foreign born",40
"129",1910,4,"Native born, and both parents foreign",40
"130",1910,4,"Native born, and father foreign, mother native",9
"131",1910,4,"Native born, and mother foreign, father native",3
"132",1910,5,"Foreign born",54
"133",1910,5,"Native born, and both parents foreign",53
"134",1910,5,"Native born, and both parents native born",51
"135",1910,5,"Native born, and mother foreign, father native",7
"136",1910,5,"Native born, and father foreign, mother native",5
"137",1910,6,"Foreign born",92
"138",1910,6,"Native born, and both parents foreign",53
"139",1910,6,"Native born, and both parents native born",5
"140",1910,7,"Foreign born",65
"141",1910,7,"Native born, and both parents foreign",32
"142",1910,7,"Native born, and both parents native born",22
"143",1910,7,"Native born, and mother foreign, father native",5
"144",1910,7,"Native born, and father foreign, mother native",4
"145",1910,8,"Foreign born",154
"146",1910,8,"Native born, and both parents foreign",64
"147",1910,8,"Native born, and both parents native born",26
"148",1910,8,"Native born, and father foreign, mother native",1
"149",1910,9,"Foreign born",118
"150",1910,9,"Native born, and both parents foreign",50
"151",1910,9,"Native born, and both parents native born",24
"152",1910,10,"Native born, and both parents native born",116
"153",1910,10,"Foreign born",87
"154",1910,10,"Native born, and both parents foreign",54
"155",1910,10,"Native born, and father foreign, mother native",6
"156",1910,10,"Native born, and mother foreign, father native",4
"157",1910,11,"Foreign born",158
"158",1910,11,"Native born, and both parents native born",102
"159",1910,11,"Native born, and both parents foreign",55
"160",1910,11,"Native born, and father foreign, mother native",21
"161",1910,11,"Native born, and mother foreign, father native",8
"162",1910,12,"Foreign born",101
"163",1910,12,"Native born, and both parents native born",83
"164",1910,12,"Native born, and both parents foreign",41
"165",1910,12,"Native born, and father foreign, mother native",6
"166",1910,12,"Native born, and mother foreign, father native",5
"167",1910,13,"Native born, and both parents foreign",85
"168",1910,13,"Foreign born",71
"169",1910,13,"Native born, and both parents native born",25
"170",1910,13,"Native born, and mother foreign, father native",8
"171",1910,13,"Native born, and father foreign, mother native",2
"172",1910,14,"Foreign born",79
"173",1910,14,"Native born, and both parents foreign",74
"174",1910,14,"Native born, and both parents native born",60
"175",1910,14,"Native born, and mother foreign, father native",23
"176",1910,14,"Native born, and father foreign, mother native",14
"177",1910,15,"Native born, and both parents native born",44
"178",1910,15,"Native born, and both parents foreign",40
"179",1910,15,"Foreign born",23
"180",1910,15,"Native born, and mother foreign, father native",11
"181",1910,15,"Native born, and father foreign, mother native",8
"182",1910,16,"Native born, and both parents foreign",108
"183",1910,16,"Foreign born",85
"184",1910,16,"Native born, and both parents native born",68
"185",1910,16,"Native born, and mother foreign, father native",21
"186",1910,16,"Native born, and father foreign, mother native",16
"187",1910,17,"Native born, and both parents foreign",103
"188",1910,17,"Foreign born",97
"189",1910,17,"Native born, and both parents native born",95
"190",1910,17,"Native born, and mother foreign, father native",21
"191",1910,17,"Native born, and father foreign, mother native",6
"192",1910,18,"Foreign born",122
"193",1910,18,"Native born, and both parents native born",71
"194",1910,18,"Native born, and both parents foreign",64
"195",1910,18,"Native born, and mother foreign, father native",21
"196",1910,18,"Native born, and father foreign, mother native",15
"197",1910,19,"Native born, and both parents foreign",136
"198",1910,19,"Foreign born",120
"199",1910,19,"Native born, and both parents native born",65
"200",1910,19,"Native born, and mother foreign, father native",23
"201",1910,19,"Native born, and father foreign, mother native",22
"202",1910,20,"Native born, and both parents native born",190
"203",1910,20,"Native born, and both parents foreign",158
"204",1910,20,"Foreign born",136
"205",1910,20,"Native born, and mother foreign, father native",41
"206",1910,20,"Native born, and father foreign, mother native",19
"207",1910,21,"Native born, and both parents native born",94
"208",1910,21,"Native born, and both parents foreign",48
"209",1910,21,"Foreign born",44
"210",1910,21,"Native born, and father foreign, mother native",14
"211",1910,21,"Native born, and mother foreign, father native",12
"212",1910,22,"Foreign born",94
"213",1910,22,"Native born, and both parents foreign",70
"214",1910,22,"Native born, and both parents native born",59
"215",1910,22,"Native born, and father foreign, mother native",22
"216",1910,22,"Native born, and mother foreign, father native",22
"217",1910,23,"Native born, and both parents native born",115
"218",1910,23,"Native born, and both parents foreign",95
"219",1910,23,"Foreign born",92
"220",1910,23,"Native born, and mother foreign, father native",34
"221",1910,23,"Native born, and father foreign, mother native",18
"222",1910,24,"Native born, and both parents native born",110
"223",1910,24,"Foreign born",95
"224",1910,24,"Native born, and both parents foreign",75
"225",1910,24,"Native born, and father foreign, mother native",34
"226",1910,24,"Native born, and mother foreign, father native",28
"227",1910,25,"Foreign born",90
"228",1910,25,"Native born, and both parents foreign",88
"229",1910,25,"Native born, and both parents native born",76
"230",1910,25,"Native born, and father foreign, mother native",17
"231",1910,25,"Native born, and mother foreign, father native",13
"232",1920,0,"Native born, and both parents foreign",36
"233",1920,0,"Foreign born",27
"234",1920,0,"Native born, and both parents native born",22
"235",1920,0,"Native born, and father foreign, mother native",7
"236",1920,0,"Native born, and mother foreign, father native",5
"237",1920,1,"Native born, and both parents foreign",116
"238",1920,1,"Foreign born",115
"239",1920,1,"Native born, and both parents native born",85
"240",1920,1,"Native born, and father foreign, mother native",35
"241",1920,1,"Native born, and mother foreign, father native",19
"242",1920,2,"Foreign born",223
"243",1920,2,"Native born, and both parents foreign",194
"244",1920,2,"Native born, and both parents native born",58
"245",1920,2,"Native born, and father foreign, mother native",18
"246",1920,2,"Native born, and mother foreign, father native",8
"247",1920,3,"Native born, and both parents foreign",93
"248",1920,3,"Foreign born",89
"249",1920,3,"Native born, and both parents native born",50
"250",1920,3,"Native born, and father foreign, mother native",21
"251",1920,3,"Native born, and mother foreign, father native",21
"252",1920,4,"Native born, and both parents foreign",107
"253",1920,4,"Native born, and both parents native born",105
"254",1920,4,"Foreign born",95
"255",1920,4,"Native born, and mother foreign, father native",10
"256",1920,4,"Native born, and father foreign, mother native",6
"257",1920,5,"Foreign born",310
"258",1920,5,"Native born, and both parents foreign",194
"259",1920,5,"Native born, and both parents native born",69
"260",1920,5,"Native born, and father foreign, mother native",9
"261",1920,5,"Native born, and mother foreign, father native",8
"262",1920,6,"Foreign born",148
"263",1920,6,"Native born, and both parents foreign",97
"264",1920,6,"Native born, and both parents native born",62
"265",1920,6,"Native born, and mother foreign, father native",18
"266",1920,6,"Native born, and father foreign, mother native",13
"267",1920,7,"Native born, and both parents native born",133
"268",1920,7,"Foreign born",101
"269",1920,7,"Native born, and both parents foreign",78
"270",1920,7,"Native born, and father foreign, mother native",17
"271",1920,7,"Native born, and mother foreign, father native",6
"272",1920,8,"Foreign born",132
"273",1920,8,"Native born, and both parents native born",128
"274",1920,8,"Native born, and both parents foreign",55
"275",1920,8,"Native born, and father foreign, mother native",13
"276",1920,8,"Native born, and mother foreign, father native",6
"277",1920,9,"Native born, and both parents foreign",109
"278",1920,9,"Foreign born",90
"279",1920,9,"Native born, and both parents native born",31
"280",1920,9,"Native born, and mother foreign, father native",18
"281",1920,9,"Native born, and father foreign, mother native",12
"282",1920,10,"Foreign born",78
"283",1920,10,"Native born, and both parents foreign",70
"284",1920,10,"Native born, and both parents native born",49
"285",1920,10,"Native born, and mother foreign, father native",19
"286",1920,10,"Native born, and father foreign, mother native",17
"287",1920,11,"Native born, and both parents foreign",111
"288",1920,11,"Foreign born",85
"289",1920,11,"Native born, and both parents native born",54
"290",1920,11,"Native born, and mother foreign, father native",27
"291",1920,11,"Native born, and father foreign, mother native",14
"292",1920,12,"Native born, and both parents foreign",111
"293",1920,12,"Foreign born",93
"294",1920,12,"Native born, and both parents native born",52
"295",1920,12,"Native born, and mother foreign, father native",16
"296",1920,12,"Native born, and father foreign, mother native",5
"297",1920,13,"Foreign born",64
"298",1920,13,"Native born, and both parents native born",61
"299",1920,13,"Native born, and both parents foreign",40
"300",1920,13,"Native born, and mother foreign, father native",9
"301",1920,13,"Native born, and father foreign, mother native",5
"302",1920,14,"Native born, and both parents foreign",62
"303",1920,14,"Foreign born",61
"304",1920,14,"Native born, and both parents native born",52
"305",1920,14,"Native born, and father foreign, mother native",11
"306",1920,14,"Native born, and mother foreign, father native",11
"307",1920,15,"Native born, and both parents foreign",80
"308",1920,15,"Foreign born",54
"309",1920,15,"Native born, and both parents native born",50
"310",1920,15,"Native born, and father foreign, mother native",27
"311",1920,15,"Native born, and mother foreign, father native",3
"312",1920,16,"Foreign born",110
"313",1920,16,"Native born, and both parents foreign",90
"314",1920,16,"Native born, and both parents native born",80
"315",1920,16,"Native born, and mother foreign, father native",25
"316",1920,16,"Native born, and father foreign, mother native",14
"317",1920,17,"Native born, and both parents foreign",81
"318",1920,17,"Foreign born",68
"319",1920,17,"Native born, and both parents native born",61
"320",1920,17,"Native born, and mother foreign, father native",30
"321",1920,17,"Native born, and father foreign, mother native",16
"322",1920,18,"Foreign born",136
"323",1920,18,"Native born, and both parents foreign",121
"324",1920,18,"Native born, and both parents native born",53
"325",1920,18,"Native born, and mother foreign, father native",13
"326",1920,18,"Native born, and father foreign, mother native",11
"327",1920,19,"Native born, and both parents foreign",76
"328",1920,19,"Foreign born",68
"329",1920,19,"Native born, and both parents native born",65
"330",1920,19,"Native born, and mother foreign, father native",20
"331",1920,19,"Native born, and father foreign, mother native",2
"332",1920,20,"Native born, and both parents foreign",92
"333",1920,20,"Foreign born",86
"334",1920,20,"Native born, and both parents native born",80
"335",1920,20,"Native born, and father foreign, mother native",36
"336",1920,20,"Native born, and mother foreign, father native",27
"337",1920,21,"Foreign born",88
"338",1920,21,"Native born, and both parents foreign",77
"339",1920,21,"Native born, and both parents native born",73
"340",1920,21,"Native born, and father foreign, mother native",4
"341",1920,21,"Native born, and mother foreign, father native",4
"342",1920,22,"Foreign born",91
"343",1920,22,"Native born, and both parents foreign",87
"344",1920,22,"Native born, and both parents native born",87
"345",1920,22,"Native born, and father foreign, mother native",16
"346",1920,22,"Native born, and mother foreign, father native",13
"347",1920,23,"Native born, and both parents native born",95
"348",1920,23,"Foreign born",74
"349",1920,23,"Native born, and both parents foreign",73
"350",1920,23,"Native born, and father foreign, mother native",9
"351",1920,23,"Native born, and mother foreign, father native",8
"352",1920,24,"Native born, and both parents native born",76
"353",1920,24,"Native born, and both parents foreign",58
"354",1920,24,"Foreign born",57
"355",1920,24,"Native born, and father foreign, mother native",9
"356",1920,24,"Native born, and mother foreign, father native",7
"357",1920,25,"Native born, and both parents native born",117
"358",1920,25,"Native born, and both parents foreign",89
"359",1920,25,"Foreign born",68
"360",1920,25,"Native born, and father foreign, mother native",11
"361",1920,25,"Native born, and mother foreign, father native",8
"362",1920,26,"Foreign born",58
"363",1920,26,"Native born, and both parents foreign",49
"364",1920,26,"Native born, and both parents native born",43
"365",1920,26,"Native born, and father foreign, mother native",8
"366",1920,26,"Native born, and mother foreign, father native",7
"367",1910,0,"(10,20]",88
"368",1910,0,"(0,10]",72
"369",1910,0,"(20,30]",67
"370",1910,0,"(30,40]",58
"371",1910,0,"(40,50]",42
"372",1910,0,"(50,60]",28
"373",1910,0,"(60,70]",18
"374",1910,0,NA,10
"375",1910,0,"(70,80]",2
"376",1910,0,"(80,90]",2
"377",1910,1,"(10,20]",84
"378",1910,1,"(20,30]",80
"379",1910,1,"(0,10]",69
"380",1910,1,"(30,40]",68
"381",1910,1,"(40,50]",39
"382",1910,1,"(50,60]",22
"383",1910,1,NA,15
"384",1910,1,"(60,70]",13
"385",1910,1,"(70,80]",9
"386",1910,1,"(90,100]",1
"387",1910,2,"(0,10]",91
"388",1910,2,"(10,20]",78
"389",1910,2,"(30,40]",53
"390",1910,2,"(20,30]",52
"391",1910,2,"(40,50]",47
"392",1910,2,"(50,60]",19
"393",1910,2,"(60,70]",15
"394",1910,2,NA,9
"395",1910,2,"(70,80]",7
"396",1910,3,"(20,30]",46
"397",1910,3,"(30,40]",41
"398",1910,3,"(10,20]",29
"399",1910,3,"(0,10]",24
"400",1910,3,"(40,50]",15
"401",1910,3,"(50,60]",12
"402",1910,3,"(60,70]",7
"403",1910,3,"(70,80]",7
"404",1910,3,"(80,90]",1
"405",1910,3,"(90,100]",1
"406",1910,3,NA,1
"407",1910,4,"(20,30]",34
"408",1910,4,"(0,10]",27
"409",1910,4,"(10,20]",19
"410",1910,4,"(40,50]",19
"411",1910,4,"(30,40]",14
"412",1910,4,"(50,60]",13
"413",1910,4,"(60,70]",10
"414",1910,4,NA,5
"415",1910,4,"(70,80]",3
"416",1910,4,"(80,90]",2
"417",1910,4,"(90,100]",1
"418",1910,5,"(20,30]",36
"419",1910,5,"(30,40]",36
"420",1910,5,"(0,10]",25
"421",1910,5,"(10,20]",25
"422",1910,5,"(40,50]",16
"423",1910,5,"(50,60]",11
"424",1910,5,"(60,70]",10
"425",1910,5,"(70,80]",7
"426",1910,5,NA,3
"427",1910,5,"(80,90]",1
"428",1910,6,"(20,30]",42
"429",1910,6,"(0,10]",37
"430",1910,6,"(10,20]",22
"431",1910,6,"(30,40]",20
"432",1910,6,"(40,50]",9
"433",1910,6,NA,7
"434",1910,6,"(50,60]",6
"435",1910,6,"(60,70]",4
"436",1910,6,"(70,80]",2
"437",1910,6,"(80,90]",1
"438",1910,7,"(10,20]",27
"439",1910,7,"(40,50]",21
"440",1910,7,"(30,40]",19
"441",1910,7,"(20,30]",18
"442",1910,7,"(50,60]",16
"443",1910,7,"(0,10]",14
"444",1910,7,"(60,70]",8
"445",1910,7,"(70,80]",4
"446",1910,7,"(80,90]",1
"447",1910,8,"(20,30]",68
"448",1910,8,"(10,20]",48
"449",1910,8,"(30,40]",41
"450",1910,8,"(0,10]",38
"451",1910,8,"(40,50]",19
"452",1910,8,"(50,60]",19
"453",1910,8,"(60,70]",6
"454",1910,8,"(70,80]",3
"455",1910,8,NA,3
"456",1910,9,"(20,30]",55
"457",1910,9,"(0,10]",38
"458",1910,9,"(30,40]",30
"459",1910,9,"(10,20]",22
"460",1910,9,"(40,50]",16
"461",1910,9,"(50,60]",13
"462",1910,9,NA,9
"463",1910,9,"(60,70]",7
"464",1910,9,"(70,80]",1
"465",1910,9,"(80,90]",1
"466",1910,10,"(20,30]",71
"467",1910,10,"(30,40]",54
"468",1910,10,"(40,50]",47
"469",1910,10,"(10,20]",29
"470",1910,10,"(50,60]",25
"471",1910,10,"(60,70]",20
"472",1910,10,"(0,10]",13
"473",1910,10,NA,4
"474",1910,10,"(70,80]",3
"475",1910,10,"(80,90]",1
"476",1910,11,"(20,30]",95
"477",1910,11,"(30,40]",64
"478",1910,11,"(10,20]",50
"479",1910,11,"(40,50]",50
"480",1910,11,"(50,60]",30
"481",1910,11,"(0,10]",28
"482",1910,11,"(60,70]",12
"483",1910,11,"(70,80]",9
"484",1910,11,NA,4
"485",1910,11,"(80,90]",2
"486",1910,12,"(20,30]",54
"487",1910,12,"(30,40]",50
"488",1910,12,"(40,50]",42
"489",1910,12,"(10,20]",23
"490",1910,12,"(50,60]",21
"491",1910,12,"(60,70]",18
"492",1910,12,"(0,10]",14
"493",1910,12,"(70,80]",8
"494",1910,12,"(80,90]",4
"495",1910,12,NA,2
"496",1910,13,"(0,10]",47
"497",1910,13,"(30,40]",34
"498",1910,13,"(20,30]",32
"499",1910,13,"(10,20]",30
"500",1910,13,"(40,50]",18
"501",1910,13,"(50,60]",13
"502",1910,13,"(60,70]",11
"503",1910,13,NA,3
"504",1910,13,"(70,80]",2
"505",1910,13,"(80,90]",1
"506",1910,14,"(20,30]",53
"507",1910,14,"(0,10]",52
"508",1910,14,"(30,40]",40
"509",1910,14,"(10,20]",35
"510",1910,14,"(40,50]",28
"511",1910,14,"(50,60]",22
"512",1910,14,"(60,70]",9
"513",1910,14,"(70,80]",5
"514",1910,14,NA,4
"515",1910,14,"(80,90]",2
"516",1910,15,"(20,30]",28
"517",1910,15,"(30,40]",21
"518",1910,15,"(10,20]",20
"519",1910,15,"(0,10]",19
"520",1910,15,"(40,50]",13
"521",1910,15,"(50,60]",8
"522",1910,15,"(60,70]",8
"523",1910,15,"(70,80]",7
"524",1910,15,NA,2
"525",1910,16,"(0,10]",70
"526",1910,16,"(10,20]",49
"527",1910,16,"(20,30]",48
"528",1910,16,"(30,40]",44
"529",1910,16,"(40,50]",42
"530",1910,16,"(50,60]",23
"531",1910,16,"(60,70]",12
"532",1910,16,"(70,80]",6
"533",1910,16,NA,4
"534",1910,17,"(0,10]",65
"535",1910,17,"(20,30]",62
"536",1910,17,"(10,20]",57
"537",1910,17,"(30,40]",42
"538",1910,17,"(40,50]",33
"539",1910,17,"(50,60]",26
"540",1910,17,"(60,70]",19
"541",1910,17,NA,7
"542",1910,17,"(80,90]",6
"543",1910,17,"(70,80]",5
"544",1910,18,"(30,40]",69
"545",1910,18,"(0,10]",60
"546",1910,18,"(10,20]",58
"547",1910,18,"(20,30]",49
"548",1910,18,"(40,50]",21
"549",1910,18,"(50,60]",18
"550",1910,18,"(60,70]",10
"551",1910,18,NA,6
"552",1910,18,"(70,80]",2
"553",1910,19,"(10,20]",78
"554",1910,19,"(0,10]",77
"555",1910,19,"(20,30]",62
"556",1910,19,"(30,40]",52
"557",1910,19,"(40,50]",42
"558",1910,19,"(50,60]",27
"559",1910,19,"(60,70]",11
"560",1910,19,NA,10
"561",1910,19,"(70,80]",6
"562",1910,19,"(80,90]",1
"563",1910,20,"(0,10]",116
"564",1910,20,"(30,40]",114
"565",1910,20,"(20,30]",106
"566",1910,20,"(10,20]",75
"567",1910,20,"(40,50]",52
"568",1910,20,"(50,60]",34
"569",1910,20,"(60,70]",22
"570",1910,20,"(70,80]",14
"571",1910,20,NA,9
"572",1910,20,"(80,90]",2
"573",1910,21,"(20,30]",47
"574",1910,21,"(50,60]",38
"575",1910,21,"(30,40]",32
"576",1910,21,"(10,20]",23
"577",1910,21,"(40,50]",23
"578",1910,21,"(60,70]",21
"579",1910,21,"(0,10]",18
"580",1910,21,"(70,80]",6
"581",1910,21,NA,3
"582",1910,21,"(80,90]",1
"583",1910,22,"(30,40]",56
"584",1910,22,"(0,10]",47
"585",1910,22,"(10,20]",47
"586",1910,22,"(40,50]",44
"587",1910,22,"(20,30]",39
"588",1910,22,"(50,60]",14
"589",1910,22,"(60,70]",11
"590",1910,22,NA,5
"591",1910,22,"(70,80]",4
"592",1910,23,"(20,30]",66
"593",1910,23,"(30,40]",63
"594",1910,23,"(0,10]",59
"595",1910,23,"(10,20]",58
"596",1910,23,"(40,50]",45
"597",1910,23,"(50,60]",30
"598",1910,23,"(60,70]",23
"599",1910,23,NA,4
"600",1910,23,"(70,80]",3
"601",1910,23,"(80,90]",3
"602",1910,24,"(20,30]",74
"603",1910,24,"(30,40]",59
"604",1910,24,"(0,10]",50
"605",1910,24,"(10,20]",50
"606",1910,24,"(40,50]",47
"607",1910,24,"(50,60]",28
"608",1910,24,"(60,70]",18
"609",1910,24,NA,9
"610",1910,24,"(70,80]",4
"611",1910,24,"(80,90]",3
"612",1910,25,"(30,40]",61
"613",1910,25,"(0,10]",57
"614",1910,25,"(20,30]",54
"615",1910,25,"(40,50]",40
"616",1910,25,"(10,20]",38
"617",1910,25,"(50,60]",14
"618",1910,25,"(60,70]",9
"619",1910,25,NA,8
"620",1910,25,"(70,80]",3
"621",1920,0,"(30,40]",22
"622",1920,0,"(0,10]",17
"623",1920,0,"(10,20]",13
"624",1920,0,"(40,50]",13
"625",1920,0,"(20,30]",10
"626",1920,0,"(60,70]",10
"627",1920,0,"(80,90]",5
"628",1920,0,"(50,60]",4
"629",1920,0,"(70,80]",3
"630",1920,1,"(0,10]",94
"631",1920,1,"(10,20]",72
"632",1920,1,"(20,30]",61
"633",1920,1,"(40,50]",47
"634",1920,1,"(30,40]",44
"635",1920,1,"(50,60]",27
"636",1920,1,NA,12
"637",1920,1,"(60,70]",9
"638",1920,1,"(70,80]",4
"639",1920,2,"(0,10]",116
"640",1920,2,"(20,30]",99
"641",1920,2,"(10,20]",93
"642",1920,2,"(30,40]",70
"643",1920,2,"(40,50]",55
"644",1920,2,"(50,60]",34
"645",1920,2,NA,15
"646",1920,2,"(60,70]",13
"647",1920,2,"(70,80]",6
"648",1920,3,"(0,10]",60
"649",1920,3,"(20,30]",57
"650",1920,3,"(10,20]",50
"651",1920,3,"(30,40]",45
"652",1920,3,"(40,50]",33
"653",1920,3,"(50,60]",14
"654",1920,3,"(60,70]",6
"655",1920,3,"(70,80]",4
"656",1920,3,NA,4
"657",1920,3,"(80,90]",1
"658",1920,4,"(0,10]",71
"659",1920,4,"(30,40]",62
"660",1920,4,"(10,20]",51
"661",1920,4,"(40,50]",49
"662",1920,4,"(20,30]",46
"663",1920,4,"(50,60]",20
"664",1920,4,"(60,70]",12
"665",1920,4,"(70,80]",7
"666",1920,4,NA,4
"667",1920,4,"(80,90]",1
"668",1920,5,"(0,10]",143
"669",1920,5,"(20,30]",109
"670",1920,5,"(30,40]",105
"671",1920,5,"(10,20]",74
"672",1920,5,"(40,50]",74
"673",1920,5,"(50,60]",37
"674",1920,5,"(60,70]",25
"675",1920,5,"(70,80]",11
"676",1920,5,NA,8
"677",1920,5,"(80,90]",4
"678",1920,6,"(30,40]",68
"679",1920,6,"(20,30]",62
"680",1920,6,"(40,50]",58
"681",1920,6,"(0,10]",46
"682",1920,6,"(10,20]",45
"683",1920,6,"(50,60]",36
"684",1920,6,"(60,70]",11
"685",1920,6,NA,6
"686",1920,6,"(70,80]",3
"687",1920,6,"(80,90]",2
"688",1920,6,"(90,100]",1
"689",1920,7,"(30,40]",73
"690",1920,7,"(20,30]",70
"691",1920,7,"(40,50]",68
"692",1920,7,"(0,10]",34
"693",1920,7,"(50,60]",33
"694",1920,7,"(10,20]",27
"695",1920,7,"(60,70]",14
"696",1920,7,"(70,80]",7
"697",1920,7,NA,5
"698",1920,7,"(80,90]",4
"699",1920,8,"(20,30]",81
"700",1920,8,"(40,50]",74
"701",1920,8,"(30,40]",48
"702",1920,8,"(50,60]",39
"703",1920,8,"(0,10]",35
"704",1920,8,"(10,20]",28
"705",1920,8,"(60,70]",16
"706",1920,8,"(70,80]",10
"707",1920,8,"(80,90]",3
"708",1920,9,"(10,20]",58
"709",1920,9,"(0,10]",43
"710",1920,9,"(20,30]",43
"711",1920,9,"(40,50]",40
"712",1920,9,"(30,40]",39
"713",1920,9,"(50,60]",22
"714",1920,9,"(60,70]",8
"715",1920,9,NA,4
"716",1920,9,"(70,80]",3
"717",1920,10,"(0,10]",47
"718",1920,10,"(10,20]",43
"719",1920,10,"(30,40]",43
"720",1920,10,"(20,30]",35
"721",1920,10,"(40,50]",27
"722",1920,10,"(50,60]",18
"723",1920,10,"(60,70]",10
"724",1920,10,"(70,80]",5
"725",1920,10,NA,5
"726",1920,11,"(20,30]",70
"727",1920,11,"(0,10]",58
"728",1920,11,"(10,20]",48
"729",1920,11,"(30,40]",41
"730",1920,11,"(40,50]",28
"731",1920,11,"(50,60]",24
"732",1920,11,"(60,70]",16
"733",1920,11,NA,3
"734",1920,11,"(70,80]",2
"735",1920,11,"(80,90]",1
"736",1920,12,"(0,10]",70
"737",1920,12,"(20,30]",49
"738",1920,12,"(30,40]",47
"739",1920,12,"(10,20]",38
"740",1920,12,"(40,50]",37
"741",1920,12,"(50,60]",21
"742",1920,12,"(60,70]",9
"743",1920,12,NA,4
"744",1920,12,"(70,80]",1
"745",1920,12,"(80,90]",1
"746",1920,13,"(20,30]",38
"747",1920,13,"(30,40]",30
"748",1920,13,"(40,50]",30
"749",1920,13,"(50,60]",26
"750",1920,13,"(10,20]",20
"751",1920,13,"(0,10]",14
"752",1920,13,"(60,70]",12
"753",1920,13,"(70,80]",4
"754",1920,13,NA,4
"755",1920,13,"(80,90]",1
"756",1920,14,"(20,30]",46
"757",1920,14,"(10,20]",40
"758",1920,14,"(30,40]",30
"759",1920,14,"(0,10]",25
"760",1920,14,"(50,60]",20
"761",1920,14,"(40,50]",19
"762",1920,14,"(60,70]",9
"763",1920,14,NA,6
"764",1920,14,"(70,80]",1
"765",1920,14,"(80,90]",1
"766",1920,15,"(20,30]",48
"767",1920,15,"(40,50]",34
"768",1920,15,"(10,20]",29
"769",1920,15,"(30,40]",29
"770",1920,15,"(50,60]",28
"771",1920,15,"(0,10]",24
"772",1920,15,"(60,70]",13
"773",1920,15,NA,5
"774",1920,15,"(70,80]",4
